,ticker,dividendo,yeld,soma_yield_12m,rentabilidade,setor,valor,liquidezmediadiaria,pvp,p_vpa,ativos,numero_cotista
241,IRIM11,0.69,1.02,14.64,-7.1431,Indefinido,65.09,7888909.22,0.7737,0.7736835849280875,14,216216
242,ISCJ11,1.6029,3.56,396.81,594.8257,Papéis,50.71,10174.0,0.2951,,14,69
243,ITIP11,0.69,1.04,14.24,4.8963,Papéis,62.35,81004.3,0.8948,0.894804822043628,14,7623
244,ITIT11,0.61,0.84,11.14,8.3455,Fundo de Fundos,74.12,103999.35,0.9028,0.902801461632156,14,9251
245,ITRI11,0.85,0.97,13.43,21.7124,Shoppings,86.12,1945992.17,0.875,,14,14354
246,IVCI11,0.73,0.0,1.83,0.0,Papéis,96.86,,0.9643,,0,16
247,JASC11,0.7,0.7,4.6,-2.2146,Imóveis Comerciais - Outros,100.0,19559.63,0.8731,,20,162
248,JBFO11,7.7657,0.0,0.26,0.0,Papéis,15.03,82.0,1.9369,,14,369
249,JCCJ11,1.77,1.12,4.73,13.2826,Papéis,153.2,59796.65,0.7904,,1,256
250,JCIN11,0.2656,0.0,0.37,0.0,Fundo de Fundos,148.9,9973769.0,0.8264,,14,3
251,JFLL11,0.2,0.33,26.38,6.128,Imóveis Residenciais,61.81,40550.43,0.5886,0.5886106085134749,1,2280
252,JGPX11,1.05,1.51,18.46,12.214,Indefinido,68.65,371012.26,0.7061,0.706130425838305,0,5752
253,JMBI11,1.09,1.2,16.25,19.6758,Outros,89.1,805338.96,0.0,,0,0
254,JPPA11,1.06,1.22,16.93,14.5649,Papéis,85.46,85562.65,0.8498,0.8497563885850651,14,6206
255,JSAF11,0.08,0.99,14.26,11.8594,Fundo de Fundos,7.7,1586037.78,0.814,0.8139534883720929,14,25352
256,JSCR11,0.095,1.14,14.5,13.1221,Papéis,8.31,511864.78,0.8747,,14,3512
257,JSRE11,0.48,0.69,9.31,6.6295,Misto,65.64,1804069.22,0.633,0.6329797492767598,6,90483
258,JURO11,1.0,0.96,11.53,12.7692,Indefinido,102.56,2657622.91,0.0,,0,0
259,KCRE11,0.08,0.89,14.08,7.9143,Indefinido,8.99,498272.57,0.9374,0.9374348279457769,14,16236
260,KDIF11,1.45,1.11,12.73,13.6932,Indefinido,128.41,2425948.83,0.0,,0,0
261,KDOL11,0.35,0.4,6.0,-2.9021,Misto,86.5,54655.39,0.9236,0.9235532778133675,0,1628
262,KEVE11,27.0817,4.23,30.46,0.0,Fundo de Desenvolvimento,612.91,31497.33,1.4662,1.5227577639751553,14,432
263,KFEN11,12.54,0.0,1.27,0.0,Indefinido,1100.0,1571.43,1.1524,,14,129
264,KFOF11,0.8,0.92,11.96,5.4859,Fundo de Fundos,83.36,1423164.26,0.8851,0.8851136122318963,14,28212
265,KINP11,2.8952,0.0,0.0,0.0,Fundo de Desenvolvimento,10.0,38394.2,0.1567,,14,8102
266,KISU11,0.07,0.99,12.55,6.1876,Fundo de Fundos,7.06,451537.57,0.8345,0.8345153664302599,14,102448
267,KIVO11,1.14,1.64,18.4,15.9127,Papéis,63.52,397277.17,0.7391,,14,7226
268,KNCA11,0.95,0.99,14.55,9.3036,Indefinido,95.5,2758016.48,0.9487,0.9487383270415259,0,87647
269,KNCR11,1.2,1.12,14.61,2.8823,Papéis,105.08,16319945.17,1.0273,1.0272753934890995,14,510621
270,KNHF11,1.0,1.01,13.31,14.3926,Indefinido,98.33,3290165.91,0.9698,,8,63666
271,KNHY11,1.1,1.11,14.17,6.941,Papéis,99.35,2406639.39,0.9993,0.9992959163146248,14,28049
272,KNIP11,0.7,0.76,11.5,4.7064,Papéis,91.2,8268477.74,0.9677,0.967741935483871,14,71587
273,KNOX11,2.6714,2.77,8.53,19.6833,FIP-IE,102.0,404695.27,0.0,,0,0
274,KNPR11,2.81,0.0,0.0,0.0,Indefinido,0.0,,0.0,,14,594
275,KNRE11,0.0012,0.39,339.05,18.9807,Fundo de Desenvolvimento,0.33,863.39,0.5156,0.4342105263157895,14,5557
276,KNRI11,0.88,0.53,8.53,11.3127,Misto,166.79,4877555.96,1.017,1.017012195121951,19,307099
277,KNSC11,0.09,0.98,13.5,8.1424,Papéis,9.02,4084552.17,1.0215,1.0215175537938845,14,257675
278,KNUQ11,1.2,1.13,15.76,10.675,Indefinido,105.09,3457778.13,1.035,,14,51060
279,KOPA11,8.5,1.42,63.73,25.9414,Indefinido,563.9,155044.13,0.932,0.9319736885598123,0,3440
280,KORE11,0.6,0.8,18.6,16.062,Lajes Corporativas,72.33,2034113.43,0.6819,,4,30247
281,KRES11,0.0008,0.0,0.0,0.0,Misto,0.0,,0.0,,1,131
282,LAFI11,3.42,0.0,4.3,0.0,Misto,119.63,8148.36,1.0367,1.062150403977626,0,1269
283,LASC11,0.75,0.67,18.08,13.5023,Shoppings,116.67,5534574.35,0.8843,0.8842655752614825,2,575
284,LAVF11,1.3,0.0,0.0,0.0,Indefinido,0.0,,0.0,,14,8102
285,LFTT11,0.2102,0.0,86.12,0.0,Papéis,2.1,598719.0,0.0481,0.04116032928263426,51,8
286,LIFE11,0.12,1.34,17.55,13.2865,Imóveis Comerciais - Outros,8.77,766410.91,0.9193,,14,19964
287,LKDV11,82.3218,0.0,0.0,0.0,Papéis,1081.93,765465.0,0.9852,,1,101
288,LLAO11,7.3102,11.32,11.32,8.9745,Misto,57.2,57.0,1.1189,,9,78
289,LOFT11B,47.8954,0.0,0.0,0.0,Fundo de Desenvolvimento,29.9,,747.5,,2,8
290,LPLP11,0.1761,0.05,18.56,22.8698,Indefinido,300.0,3612.2,0.9858,,14,41
291,LRDI11,6.231,0.0,38.14,0.0,Indefinido,198.0,884.4,2.4102,,14,130
292,LSAG11,1.05,1.29,17.89,13.4977,Indefinido,78.1,91349.7,0.7973,0.7973455844818784,0,2620
293,LSOI11,0.1,0.0,0.0,0.0,Misto,12.02,1333334.67,0.9106,,2,40
294,LSPA11,20.85,86.84,0.0,153.7277,Papéis,24.01,453.61,1.1461,,14,727
295,LTMT11,8.3791,8.8,0.0,0.0,Imóveis Residenciais,93.78,50172.0,1.0025,,1,114
296,LUGG11,0.59,0.88,9.23,-10.0843,Imóveis Residenciais,72.82,23956.0,0.5527,0.6192176870748299,5,7962
297,LVBI11,0.75,0.69,8.72,3.7811,Imóveis Industriais e Logísticos,108.56,2498036.91,0.9035,0.9034620505992011,9,123259
298,MANA11,0.11,1.17,15.56,9.4542,Indefinido,9.3,945994.48,0.981,,14,36565
299,MATV11,0.6,0.73,0.0,-1.0827,Indefinido,86.63,13027.43,1.3576,0.9510374355033483,1,8102
300,MAXR11,0.31,0.49,6.6,3.6238,Varejo,63.69,207831.91,0.6854,0.6853545679543742,7,3751
301,MBRF11,0.5,0.0,0.0,0.0,Lajes Corporativas,0.0,,0.0,,0,0
302,MCCI11,1.0,1.09,13.91,5.9,Papéis,95.3,4350031.22,0.9958,0.9961325389359256,14,118856
303,MCEM11,0.67,1.17,10.01,-5.2462,Shoppings,60.29,33223.0,1.746,,14,218
304,MCLO11,0.07,0.7,7.32,-2.9293,Imóveis Industriais e Logísticos,9.99,332612.88,0.7255,,5,235
305,MCRE11,0.11,1.14,15.72,14.7661,Papéis,9.42,2238292.0,0.9163,,1,90103
306,MFAI11,34.18,48.84,0.0,89.7503,Fundo de Fundos,69.98,11326.82,0.9916,,14,2301
307,MFII11,1.05,1.3,16.8,9.0751,Fundo de Desenvolvimento,70.45,1695237.3,0.7321,0.7321001766600852,1,32843
308,MGCR11,0.3329,0.0,0.0,0.0,Papéis,9.4,259145.59,0.1473,0.9611451942740288,14,8102
309,MGFF11,4.2605,0.0,0.0,0.0,Fundo de Fundos,69.99,2558695.75,1.0969,0.9517269513190099,14,8102
310,MGHT11,0.13,0.42,0.0,-21.901,Hotéis,12.6,8630.09,0.5485,0.24798268057469,1,3497
311,MGRI11,1.18,0.0,8.02,0.0,Indefinido,58.18,,1.2128,,1,2
312,MMPD11,1.2825,0.0,0.0,0.0,Indefinido,0.0,,0.0,,14,102
313,MXRF11,0.1,1.04,12.92,1.9949,Papéis,9.76,10747243.22,1.0188,1.0284510010537407,3,1402221
314,NAUI11,115.9756,0.0,0.0,0.0,Outros,984.02,10233.8,2.2529,,0,110
315,NAVT11,1.2418,1.68,14.25,6.0753,Papéis,76.54,50481.39,0.8492,0.8488410779638461,14,2351
316,NCHB11,0.105,1.34,15.13,10.1815,Papéis,7.97,63111.7,0.8174,0.8174358974358974,14,11451
317,NCRI11,0.1,1.05,15.1,18.8799,Papéis,9.04,31785.26,0.9013,,1,1318
318,NELO11,9.5737,0.0,0.0,0.0,Logística,0.0,,0.0,,57,3
319,NEWL11,1.0,0.93,11.29,5.4531,Imóveis Industriais e Logísticos,106.7,405657.17,0.8159,0.8158739868481419,3,9706
320,NEWU11,0.25,0.23,2.64,2.9663,Lajes Corporativas,105.02,8607.06,1.1392,1.2604416706673067,2,1072
321,NEXG11,0.92,0.71,9.86,1.6868,Agricultura,131.66,93309.04,1.3128,1.312792900588294,0,653
322,NSLU11,1.7304,0.83,14.88,-4.2157,Hospitalar,190.07,83622.83,0.9928,0.9928437108232344,2,5158
323,NUIF11,1.1,1.18,13.86,5.8882,Indefinido,92.4,156036.87,0.0,,0,0
324,NVHO11,0.0896,0.79,9.0,-12.8875,Hospitalar,12.4,11979.96,0.7488,0.7487922705314011,4,1721
325,NVIF11,1.0373,0.0,0.0,0.0,Fundo de Desenvolvimento,227.5,,0.6563,,2,7
326,NVIF11B,1.1114,0.0,0.0,0.0,Fundo de Desenvolvimento,227.5,,0.8641,0.8640990580370709,2,7
327,NVRP11,87.5,0.0,0.0,0.0,Indefinido,170.0,13600.0,0.0,,0,0
328,OBAL11,93.515,0.0,0.0,0.0,Imóveis Residenciais,1095.0,1095.0,0.7526,,6,108
329,OCRE11,0.3398,0.4,7.61,0.2851,Papéis,73.2,14796.29,0.4886,,1,460
330,OGHY11,9.3992,0.0,0.0,0.0,Indefinido,8.72,22847.1,0.1367,,14,8102
331,OGIN11,0.1,1.26,5.17,-2.7974,Misto,8.11,24473.35,0.0,,0,0
332,OIAG11,0.12,1.27,17.81,18.1499,Indefinido,9.15,112251.48,0.9433,0.943298969072165,0,13490
333,ONDA11,0.11,1.25,8.52,0.4528,Exploração de Imóveis,9.0,5612.57,0.0074,,0,407
334,ONDV11,0.11,1.25,8.52,0.4528,Exploração de Imóveis,9.77,5317.5,0.0074,,14,407
335,ONEF11,2.849,0.0,0.0,0.0,Lajes Corporativas,200.03,114431.47,3.1348,1.0943158816127798,14,8102
336,OPTM11,0.14,0.0,0.0,0.0,Misto,0.0,,0.0,,1,14
337,ORPD11,1.3793,0.0,0.0,0.0,Fundo de Desenvolvimento,93.0,402.75,0.6609,0.7458850005734492,14,6
338,OUFF11,0.7558,1.25,0.0,-4.01,Fundo de Fundos,61.1,264340.11,0.9575,0.7778485041374921,1,8102
339,OUJP11,1.06,1.19,17.06,19.6873,Papéis,85.35,412716.96,0.8431,0.8431295070631235,14,26131
340,OULG11,15.5162,59.86,60.96,117.7956,Imóveis Industriais e Logísticos,24.12,2674.0,0.8574,0.8436516264428122,1,2973
341,OURE11,1.085,1.39,0.0,19.4212,Misto,78.2,224923.68,1.2255,0.7786517972717315,1,8102
342,PABY11,0.1325,,0.0,0.0,Fundo de Desenvolvimento,40.0,3503.48,0.2271,0.15909551020538037,15,518
343,PATA11,0.083,0.82,21.14,4.9937,Misto,10.0,50347.96,0.9891,,14,360
344,PATB11,3.6861,0.0,0.0,0.0,Lajes Corporativas,0.0,,0.0,,3,1
345,PATC11,0.05,0.13,2.15,-7.7643,Fundo de Desenvolvimento,37.99,20230.3,1.1079,1.1079031787693205,4,4494
346,PATL11,0.57,0.85,13.32,8.7352,Imóveis Industriais e Logísticos,66.86,624296.3,0.7495,0.7494675484811121,4,30824
347,PCAS11,42.8571,0.0,0.0,0.0,Indefinido,0.0,,0.0,,4,100
348,PCIP11,0.8,0.91,14.27,13.0421,Papéis,83.5,2567977.43,0.8949,,0,112730
349,PDBM11,1.3704,1.19,4.82,0.0,Shoppings,113.63,65.71,0.9996,,1,121
350,PEMA11,0.2443,0.0,19.3,0.0,Papéis,38.0,513.0,0.6739,,14,283
351,PFIN11,0.9,1.1,4.62,10.5853,Indefinido,88.04,1581269.43,0.0,,0,0
352,PICE11,0.5,1.39,1.39,0.0572,Indefinido,31.88,66932.17,0.0,,0,0
353,PLAG11,0.65,0.97,12.02,46.2339,Indefinido,66.9,6846896.26,1.0042,,12,14249
354,PLCA11,1.05,1.31,16.31,23.7254,Indefinido,79.45,34643.78,0.8233,0.8233160621761658,0,2420
355,PLCR11,5.2325,0.0,3.48,0.0,Papéis,78.2,864020.0,0.9376,0.9376498800959232,1,14034
356,PLOG11,0.7,0.99,12.13,0.5538,Imóveis Industriais e Logísticos,66.71,70165.04,0.629,0.6644766462007992,1,3284
357,PLRI11,0.2515,2.19,3.09,-4.0716,Papéis,6.59,903.35,0.4535,0.45323246217331503,1,790
358,PMFO11,0.84,0.0,2.93,0.0,Misto,90.4,308324.0,0.9842,,14,197
359,PMIS11,0.092,1.14,14.89,13.3173,Misto,8.05,158696.09,0.8519,,14,6706
360,PMLL11,1.0,0.92,10.61,12.236,Shoppings,107.86,5050258.43,0.9166,,11,129526
361,PNCR11,46.0921,0.0,2.06,0.0,Imóveis Residenciais,45.2,350700.0,0.9811,,14,112
362,PNDL11,3.0,0.0,0.0,0.0,Fundo de Desenvolvimento,979.86,123474.5,0.9754,,14,50
363,PNPR11,19.05,25.23,0.0,0.0,Fundo de Desenvolvimento,48.0,5000064.0,1.1733,,1,16
364,PNRC11,0.13,0.0,2.46,0.0,Indefinido,28.44,61.0,2.7719,,14,103
365,PORD11,0.1,1.22,14.69,4.2632,Papéis,8.39,750508.96,0.8767,0.8766980146290492,1,46634
366,PPEI11,1.0,1.16,14.34,7.8681,Indefinido,82.25,266942.13,0.0,,0,0
367,PQAG11,0.49,0.96,9.87,-1.5184,Imóveis Industriais e Logísticos,51.63,729787.58,0.9308,0.9307733910221743,1,481
368,PQDP11,14.905,0.65,10.19,-6.4232,Shoppings,2495.97,176387.17,0.9467,97.95800627943484,1,3049
369,PRIF11,1.0,0.0,2.07,0.0,Indefinido,114.93,187011.83,0.0,,0,0
370,PRSV11,14.1,0.0,0.0,0.0,Lajes Corporativas,33.46,2014.2,0.3011,0.09186513122491967,1,793
371,PRTS11,0.0549,0.0,0.0,0.0,Shoppings,20792.47,6024872004.6,325.8497,,14,8102
372,PSEC11,0.65,1.04,13.61,6.2319,Fundo de Fundos,62.15,1848908.09,0.8196,,0,83276
373,PULV11,0.7111,0.0,7.17,0.0,Papéis,8.72,61949.0,0.8677,,14,972
374,PVBI11,0.4,0.53,7.29,-1.11,Lajes Corporativas,76.82,4126128.26,0.7123,0.7122855818266111,7,178206
375,QAMI11,1.0,1.17,0.0,14.2215,Papéis,84.68,67019.0,1.3271,0.9125000000000001,14,8102
376,QIRI11,89.6379,0.0,0.0,0.0,Papéis,78.04,6867.57,1.223,0.8708849458765764,14,8102
377,QNTS11,1.05,0.0,0.0,0.0,Indefinido,0.0,,0.0,,2,136
378,RBCO11,0.5,0.0,0.0,0.0,Lajes Corporativas,0.0,,0.0,,0,0
379,RBDS11,2.3541,12.63,0.0,0.0,Fundo de Desenvolvimento,2.25,52.22,0.1205,0.09789290950779445,14,803
380,RBFF11,0.108,0.98,12.59,8.1137,Fundo de Fundos,10.65,404215.2,0.8032,0.8092705167173252,14,25134
381,RBFY11,0.07,0.0,0.0,0.0,Imóveis Residenciais,78.9,3210.71,0.8318,,2,83
382,RBGS11,0.1766,0.62,0.0,-1.2883,Shoppings,28.45,,0.4459,0.31338086735452575,14,8102
383,RBHG11,0.8,1.15,14.97,13.3513,Papéis,68.5,272594.17,0.7905,0.790536641661858,14,7768
384,RBHY11,1.1,1.37,17.16,13.8544,Papéis,80.0,339234.35,0.8611,0.8611410118406888,14,3506
385,RBIF11,0.95,1.2,17.42,20.7138,Indefinido,77.9,168613.09,0.0,,0,0
386,RBIR11,6.869,7.74,28.2,13.1171,Fundo de Desenvolvimento,82.07,69670.26,0.9461,,14,1511
387,RBLG11,0.42,0.0,66.22,0.0,Imóveis Industriais e Logísticos,57.0,57.0,0.869,0.8690349138588199,1,239
388,RBOP11,0.65,0.28,7.97,-24.7778,Lajes Corporativas,226.9,7584.91,0.3067,,2,2644
389,RBRD11,0.55,1.34,4.2,10.3429,Varejo,40.99,78841.17,0.5726,0.5726459905001398,4,62
390,RBRI11,103.8197,0.0,83.95,0.0,Fundo de Desenvolvimento,649.0,1081.67,1.7057,,1,145
391,RBRL11,0.75,0.8,11.42,10.2174,Imóveis Industriais e Logísticos,89.89,369804.57,0.8891,0.8891196834817013,6,16890
392,RBRM11,5302.019,0.0,0.0,0.0,Fundo de Desenvolvimento,94794.81,,17.8791,,14,54
393,RBRP11,0.4,0.74,9.85,6.5555,Lajes Corporativas,53.38,942065.96,0.6505,0.6504996344138435,6,56515
394,RBRR11,0.7,0.81,12.57,8.1334,Papéis,84.8,3247148.65,0.9086,0.908603878709954,3,137767
395,RBRS11,0.11,0.33,6.05,-17.4373,Fundo de Desenvolvimento,49.0,254690.45,0.5122,0.5122308174785699,2,908
396,RBRX11,0.09,1.08,13.85,4.4493,Indefinido,8.65,11272213.39,0.8773,,14,122017
397,RBRY11,1.09,1.12,15.82,8.4462,Papéis,97.29,3849246.43,0.9712,0.9711519265322419,14,73931
398,RBTS11,7.3419,1.84,14.53,0.0,Fundo de Desenvolvimento,302.02,302.0,1.0809,1.0794138670478912,14,126
399,RBVA11,0.09,0.91,12.15,7.3458,Varejo,9.76,1555241.78,0.9113,0.9112978524743229,74,92023
400,RBVO11,5.655,106.3,0.0,146.5693,Papéis,5.32,1143.43,0.9517,,14,6943
401,RCFF11,0.4244,0.0,9.17,0.0,Fundo de Fundos,85.0,1360.0,0.8621,0.8635578583765111,14,127
402,RCRB11,1.07,0.75,8.15,16.144,Lajes Corporativas,139.75,803730.0,0.7011,0.7010635095816193,9,24587
403,RDCI11,1.44,0.0,0.0,0.0,Indefinido,0.0,,0.0,,14,118
404,RDIV11,0.494,0.0,0.0,0.0,Outros,100.0,7735786.0,1.1841,,0,141
405,RDLI11,15.1111,15.91,70.8,96.7995,Lajes Corporativas,94.95,2135.04,0.9615,,1,257
406,RECD11,0.0923,1.32,57.19,22.1199,Papéis,7.0,370.13,1.013,,0,458
407,RECM11,0.1,1.17,17.06,7.1969,Papéis,8.05,445259.57,0.8564,,0,955
408,RECR11,0.7253,0.89,14.28,9.423,Papéis,80.8,2128859.22,0.9029,0.9028941781204604,1,173319
409,RECT11,0.45,1.13,14.74,15.4289,Lajes Corporativas,39.74,332753.3,0.4428,0.4427855153203343,9,48920
410,REIT11,2.73,0.0,0.0,0.0,Papéis,95.98,459.0,0.317,,1,62
411,RELG11,0.8,1.23,14.58,9.0442,Imóveis Industriais e Logísticos,64.19,116239.87,0.7362,0.7362082807661429,5,4127
412,RENV11,0.08,1.14,9.85,41.518,Serviços Financeiros Diversos,6.73,5696.0,0.4713,,14,678
413,RFOF11,0.65,0.0,6.52,0.0,Fundo de Fundos,63.84,173508.0,0.8712,0.8711790393013101,14,3284
414,RIFF11,0.006,0.09,2.85,23.4786,Indefinido,7.98,171735.52,0.0,,0,0
415,RINV11,1.1,1.0,13.12,10.6342,Indefinido,109.75,341420.74,0.9982,,14,4312
416,RMAI11,0.27,0.72,7.95,-4.4111,Lajes Corporativas,39.99,42751.5,0.3366,0.365739893908908,2,1095
417,RNDP11,40.3843,99.67,101.28,309.7228,Papéis,40.5,14794.0,1.0055,,14,1292
418,RNGO11,0.48,0.93,8.89,6.3433,Lajes Corporativas,51.04,46730.09,0.6119,0.6119170363265796,4,6794
419,ROOF11,13.5493,0.0,15.9,0.0,Fundo de Desenvolvimento,323.31,323.0,1.088,,32,80
420,RPRI11,0.9,1.0,15.17,7.5621,Papéis,84.61,473339.35,0.8359,,14,4552
421,RSPD11,93.9528,11.25,20.87,5.9539,Fundo de Desenvolvimento,799.99,170642.2,1.0159,0.7078936705639356,14,198
422,RURA11,0.12,1.33,16.38,18.8675,Indefinido,8.94,2593087.35,0.8671,0.8671193016488845,0,94162
423,RVBI11,0.65,1.01,13.78,3.9643,Fundo de Fundos,60.23,604022.78,0.8716,0.811397009295433,14,81798
424,RZAG11,0.12,1.3,17.61,9.987,Indefinido,9.11,1382871.48,0.9147,0.9146586345381524,0,88007
425,RZAK11,1.1,1.29,17.74,4.7,Papéis,85.35,1215083.26,0.968,0.9676870748299319,14,45147
426,RZAT11,1.0,1.09,14.02,11.0805,Imóveis Industriais e Logísticos,91.57,432696.7,0.9019,,12,34220
427,RZEO11,3.8,0.0,0.0,0.0,Indefinido,187.78,3610.0,1.0295,1.0294956140350877,0,155
428,RZLC11,10.7107,1.06,13.94,7.4739,Papéis,1014.17,1591021.7,0.9327,,0,151
429,RZTR11,1.0,1.01,13.78,4.0249,Misto,94.23,2255033.7,1.0161,1.016066422255769,28,149417
430,RZZI11,5.6,0.0,0.0,0.0,Misto,982.82,2000000.0,0.7523,,1,116
431,RZZR11,1.225,0.91,9.92,2.5624,Imóveis Industriais e Logísticos,137.9,107267.7,0.7826,,10,533
432,RZZV11,7.22,0.0,0.0,0.0,Misto,1028.34,105000.0,0.8622,,1,131
433,SALI11,0.9,0.0,0.0,0.0,Misto,0.0,,0.0,,5,2
434,SAPI11,0.11,1.18,17.29,17.2473,Misto,9.09,291186.91,0.9063,,14,13119
435,SARE11,0.026,0.57,2.97,36.243,Misto,4.8,348855.0,0.9543,0.6193548387096774,2,26586
436,SCPF11,0.018,0.67,0.67,-35.6764,Shoppings,2.85,1728.09,0.2882,0.24070945945945946,1,4210
437,SDIL11,0.75,0.76,10.27,10.5144,Imóveis Industriais e Logísticos,96.5,1030917.86,1.0144,0.9813891996338859,5,63292
438,SEED11,0.89,0.0,3.85,0.0,Indefinido,98.34,200.0,1.0612,,14,131
439,SEQR11,0.5823,1.05,14.63,8.6305,Misto,55.45,41185.26,0.5678,0.5678443420378905,4,4358
440,SHOP11,6.751,0.0,0.0,0.0,Shoppings,3489.14,4895701939.45,114.6235,,1,94
441,SHPH11,5.3,0.58,8.91,8.3167,Shoppings,900.0,60676.39,0.8694,0.8693552282057474,1,2055
442,SHPP11,0.045,0.0,3.49,0.0,Shoppings,11.0,7299930.88,1.0827,,0,124
443,SHSO11,0.42,0.0,0.0,0.0,Indefinido,0.0,,0.0,,14,8102
444,SIGR11,1.295,0.0,0.0,0.0,Indefinido,99.9,100.0,10.7419,,14,10543
445,SJAU11,20.1303,231.65,848.21,424.9615,Imóveis Industriais e Logísticos,5.89,6414.52,3.953,,14,1023
446,SMRE11,1.0085,1.55,17.44,4.8951,Incorporações,65.05,116015.0,0.6154,,14,1233
447,SNAG11,0.15,1.38,16.05,8.8067,Papéis,10.9,1485404.35,1.0634,1.0634146341463415,0,122026
448,SNCI11,1.0,1.14,14.56,7.0513,Papéis,89.95,464132.78,0.9141,0.9110705965765218,14,35968
449,SNEL11,0.1,1.15,14.91,9.0766,Fundo de Desenvolvimento,8.56,2799844.52,1.0465,,14,74416
450,SNFF11,0.8,1.01,14.23,7.8028,Fundo de Fundos,73.75,411903.74,0.841,0.8463392242368603,14,26535
451,SNFZ11,0.1,1.02,11.74,5.4975,Misto,9.76,337060.04,0.9899,0.9898580121703854,0,10790
452,SNID11,0.13,1.16,14.82,1.8168,Indefinido,11.34,146022.09,0.0,,0,0
453,SNME11,0.1,1.04,16.26,7.2973,Indefinido,9.58,110280.04,0.999,,2,7166
454,SOFF11,1.0,0.0,0.0,0.0,Misto,102.0,29.14,0.9941,,0,308
455,SOLR11,4.7708,0.0,0.0,0.0,Imóveis Comerciais - Outros,1051.35,4931882.0,1.1471,,1,28
456,SPDE11,8.0,0.0,0.46,0.0,Indefinido,1266.67,2533.3,0.7504,,14,235
457,SPMO11,0.43,0.0,0.0,0.0,Indefinido,122.0,119560.0,0.9466,,14,15
458,SPTW11,0.45,1.08,15.5,16.1118,Lajes Corporativas,40.71,93519.65,0.7511,0.7511070110701107,1,17361
459,SPVJ11,0.1184,0.0,0.0,0.0,Shoppings,0.0,,0.0,,14,25
460,SPXS11,0.092,1.04,14.88,6.6665,Indefinido,8.63,439709.17,0.9103,,14,20194
461,SRVD11,0.2,2.29,0.0,-7.7281,Indefinido,3.0,233.91,18.75,2.531004808909137,14,108
462,STRX11,0.82,0.0,2.28,0.0,Fundo de Desenvolvimento,141.96,141.0,0.9287,0.9286929216276331,3,111
463,SURE11,0.6,0.0,0.0,0.0,Indefinido,0.0,,0.0,,0,1
464,TCPF11,1.31,0.0,0.0,0.0,Misto,39.53,,0.3883,,14,48
465,TELM11,0.1,1.0,13.21,15.0021,Indefinido,9.49,11964.59,0.9424,,2,283
466,TEPP11,0.075,0.86,12.79,4.5997,Lajes Corporativas,8.96,1510158.35,0.9372,0.9372384937238494,5,37987
467,TGAR11,0.72,1.01,13.82,-12.431,Fundo de Desenvolvimento,70.4,5104284.78,0.6391,0.6390704429920117,8,147891
468,TJKB11,2.9,1.13,14.61,-3.7467,Indefinido,260.5,1717129.0,0.8949,,9,527
469,TMPS11,0.85,0.98,12.84,14.5824,Fundo de Fundos,85.8,218752.17,0.8777,,14,1905
470,TOPP11,0.84,1.12,15.06,13.7072,Imóveis Comerciais - Outros,73.56,379743.74,0.6899,,2,4834
471,TORD11,0.0045,0.27,5.35,-18.729,Misto,1.57,17874.48,0.0428,0.1126255380200861,2,46674
472,TRBL11,0.85,1.09,11.81,29.5584,Imóveis Industriais e Logísticos,77.95,1265209.17,0.9561,,5,45544
473,TRNT11,0.07,0.06,0.0,0.0,Lajes Corporativas,117.0,18018.85,0.7084,0.5919854280510018,1,507
474,TRXB11,1.0,0.54,19.72,32.1437,Fundo de Desenvolvimento,183.12,4998890.74,1.8419,,11,743
475,TRXF11,0.93,0.97,12.23,-3.9225,Imóveis Comerciais - Outros,91.46,16436300.65,0.906,0.905993065874195,91,250303
476,TRXY11,0.11,1.21,15.48,12.0285,Outros,9.09,66100.83,0.9934,,0,1438
477,TSER11,1.01,0.0,1.96,0.0,Lajes Corporativas,108.0,540.0,1.1178,,1,19
478,TVRI11,1.05,1.05,13.8,12.5623,Agências de Bancos,98.3,824999.43,0.943,,58,59865
479,URHF11,1.05,1.42,18.55,10.285,Outros,72.99,4555.57,0.76,,14,297
480,URPR11,0.35,0.9,13.92,26.1701,Papéis,34.68,478494.04,0.3359,0.3358512492736781,14,63411
481,VANG11,1.0,0.0,1.01,0.0,Indefinido,101.0,100810.5,0.0,,0,0
482,VCJR11,0.88,1.09,15.04,8.3345,Papéis,78.11,1865849.78,0.8229,0.8229034976822587,14,27581
483,VCRA11,1.07,1.7,18.27,10.4782,Indefinido,62.76,482764.57,0.6101,0.6101497180633871,0,9887
484,VCRI11,0.09,1.15,15.98,13.1826,Papéis,7.48,329877.35,0.7832,0.7832460732984293,14,13222
485,VCRR11,0.4,0.6,9.0,0.001,Imóveis Residenciais,60.0,204372.22,0.5738,0.5738332058148431,4,2955
486,VGHF11,0.07,0.99,13.47,7.0262,Misto,7.0,2426084.91,0.8065,0.8064516129032259,14,385437
487,VGIA11,0.145,1.46,18.25,10.0278,Indefinido,9.65,2330827.09,0.9948,0.9948453608247424,0,170695
488,VGII11,0.5,0.0,1.32,0.0,Tecidos. Vestuário e Calçados,73.5,73.0,1.0082,,14,6
489,VGIP11,0.71,0.87,14.92,4.3394,Papéis,80.97,1307002.35,0.8849,0.8904651930056087,14,84374
490,VGIR11,0.13,1.33,16.59,3.6594,Papéis,9.83,3726220.0,1.0041,1.0,1,262175
